round|digest|kind|id|verdict|evidence
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S05|insufficient_evidence|§R8.5 S05 prose: announce→directory_list→invoke→"fallback renders value rows + Read button re-invokes read"; ordered steps and owners present; deletion stated for directory and typed-action but not for generic-fallback-view within S05 itself
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S06|trajectory_ok|§R8.5 S06 prose chain; ordered open→announce→cross-ns subscribe→cross-ns invoke→registry→directory_list; deletion for namespaces, same-ns rule, per-ns action typing stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S07|trajectory_ok|§R8.5 S07 prose; ordered announce→no resolver→fallback renders; deletion for generic-fallback stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S08|trajectory_ok|§R8.5 S08 prose chain with inline annotations; ordered announce×2→pair→cursor_resolve-sub→receive→invoke→from_cursor=0-sub→teardown→re-pair; deletion for same-ns rule, typed-action, cursor_resolve, namespaces/teardown stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S09|trajectory_ok|§R8.5 S09 prose; ordered invoke→OutcomeUnknown→never-auto-resubmit→adapter dedup→pump→catch-up; deletion for never-auto-resubmit, cursor, adapter dedup stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S10|trajectory_ok|§R8.5 S10 prose; ordered crash→force-close→authority persists→new subscribe; deletion for force-close, cursor/replayable-stream stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S11|insufficient_evidence|§R8.5 S11 prose: announce CapMap→invoke CapabilityAbsent; owners: Adapter, Host; deletion stated for open CapMap ("fake-support disqualifier") but not for per-ns action registry within S11
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|sc|S12|trajectory_ok|§R8.5 S12 prose: three removal scenarios; ordered teardown→fallback→pair-removal; deletion for namespaces/teardown and fallback stated
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-001|pass|Sequence: adapter announces resource with content; passive data (no invoke handler, no chat) needs a current-value read path without a message log.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-002|pass|Sequence: core CapSet fixed vocabulary forces run/agent reading; generic last-envelope view renders agent reading.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-003|pass|Sequence: adapter registers "idempotent-apply" string; host reads string and auto-replays invoke; unknown-outcome calls are auto-resubmitted.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-004|pass|Sequence: invoke returns Result with spawned resource id; subscriber needs to observe spawned resource but handle only permits user-gated exactly-one-id.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-005|pass|Sequence: user pairs two handles; history replay into freshly-paired handle re-fires execute from stale events because subscribe defaults to from_cursor=0.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-006|pass|Sequence: ns_A and ns_B both register payload_schema_id "plot"; global bare-key registry causes cross-namespace type bleed.
R8|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-007|not_applicable|belongs to a discarded alternative, not replayable against these bytes
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-008|pass|Sequence: ns-scoped payload-type descriptor store exists after delivery gate removed; no host consumer reads it.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-009|pass|Sequence: spawned-set bookkeeping accumulates per-handle; foreign-id leak justification no longer applies after isolation enforced.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-010|pass|Sequence: OutcomeUnknown carries invoke_id token; auto-replay path uses token; after FE-CE-009 removes auto-replay, token is orphaned.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-011|pass|Sequence: live-default-subscribe presented as distinct mechanism; making from_cursor mandatory with cursor_resolve supply preserves S08/FE-CE-005.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-012|pass|Sequence: host dedups by (ns,resource,seq); seq is host-assigned monotonic per resource; no two envelopes share key; predicate is vacuously false.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-013|pass|Sequence: boundary rule instructs adapter to dedup by (ns_id, resource_local_id, seq) but seq is host-assigned and not returned to adapter at pump time.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-014|pass|Sequence: host "reorders by (ns,resource,seq)" but seq was assigned by host in arrival order; reorder is identity; S09 out-of-order has no correction.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-015|pass|Sequence: subscribe(from_cursor=cursor_resolve(id)) is claimed to satisfy both replay-missed and live-not-replayed for one resource.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-016|pass|Sequence: invoke spawns resource; adapter pumps head inside synchronous invoke; subscriber then calls subscribe(from_cursor=cursor_resolve(id)) and misses head seq=1.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-017|pass|Sequence: view persists saved_last_seen=20 with recorded_ns_id="ns_A"; full reconnect mints "ns_B" whose streams restart at seq=1; re-subscribe with from_cursor=21 skips return-window events 1-5.
R008|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-018|pass|Sequence: §3 item 3 instructs adapter to "pump events in remote-stable logical order" but §2 NamespaceHandle has no pump method; adapter obligation is untyped and terminally unimplementable.
RR010|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-007|not_applicable|ruled against the saved candidate, belongs to a discarded alternative
RR011|49df1e9345ab1f5c30f7fb2ffbb3306780ac0f45a318e3626b090ae0c9af9bc8|ce|FE-CE-007|not_applicable|ruled against the saved candidate, belongs to a discarded alternative
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S01|trajectory_broken|S01 table step 5: Extension does h.subscribe({ns_id,local_id:"main"}, from_cursor=h.cursor_resolve(…)) and "renders deltas" — the subscribe call sits after step 4's two pump calls
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S02|trajectory_ok|R11.7 S02 table, rows 1-5 plus the trailing adapter pump row; every row carries Actor, Authoritative and Delete-consequence
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S03|trajectory_ok|R11.7 S03 table, steps 1, 2, 3, 4, 4-alt and 5, each with Actor and Delete-consequence, backed by R11.3's retention and disposal rules
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S04|trajectory_ok|R11.7 S04 table, steps 1-6, each with Actor, Authoritative and Delete-consequence, plus the no-chat proof paragraph
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S05|trajectory_ok|R11.7 S05 deletion-complete table, steps 1-7, each with Actor and a "Delete-mechanism → user-visible failure at this scenario" column
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S06|insufficient_evidence|R11.7 S06 is one arrow chain: "namespaces.open→ns_A,ns_B(host) → both announce job-1 → keys distinct → h_A.subscribe((ns_B,job-1))→ScopeDenied → h_A.invoke((ns_B,job-1))→ScopeDenied → per-(ns,kind,action_type) registry → h_A.directory_list sees only ns_A", followed by three deletes
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S07|insufficient_evidence|R11.7 S07: "announce kind:acme.plot; no resolver matches → fallback renders kind+actions+CapMap+payload_schema_id+read snapshot + no dedicated view installed. Delete generic-fallback → blank/no action."
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S08|insufficient_evidence|R11.7 S08 chain: "ns_R announce runner + register execute; ns_D announce data.ref; user pair → h_R subscribe runner …; h_D receives ArtifactReady; h_R invoke execute → Result{job_resource}; h_R subscribe (ns_R,job) from_cursor=0 …; replace runner: ns_R.teardown→h_R ops→NamespaceGone; h_D unaffected; re-pair."
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S09|insufficient_evidence|R11.7 S09 chain: "Invoke sent, link drops → OutcomeUnknown, no token(host); fixed never-auto-resubmit → user re-invokes fresh; adapter dedups by own stable id and pumps logical order(adapter); view catches up from_cursor=saved+1 if same recorded_ns_id, else from_cursor=0 after full reconnect"
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S10|insufficient_evidence|R11.7 S10 chain: "View throws/unmounts → host force-closes handles(host); ns_D/ns_R remain authoritative(adapters); new view: subscribe((ns_R,job), from_cursor=0) or from_cursor=saved+1; no core pair record. Delete force-close → leak; delete cursor/replayable-stream → no replay."
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S11|trajectory_ok|R11.7 S11 deletion-complete table, steps 1-5, each with Actor and a delete-mechanism column naming the user-visible failure
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|sc|S12|insufficient_evidence|R11.7 S12 chain: "Remove adapter → namespace.teardown, other namespaces unaffected(host); remove resolver → actionable fallback(host); remove paired view → other single-resource modules untouched (core recorded no pair). Delete namespaces/teardown → shared key-space; delete fallback → blanks."
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-003|pass|link drop → invoke returns OutcomeUnknown → reconnected adapter pumps its events; I traced every place the host could re-send the command after an unknown outcome (a CapMap string such as "idempotent-apply", or any auto-resubmit path)
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-004|pass|a paired invoke returns a Result with typed field job_resource, so a spawned job exists only as a ResourceId; a new view then calls subscribe on that id
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-005|pass|user pairs with the runner namespace → the secondary handle subscribes to the runner resource; before, that subscribe defaulted to replaying from seq 0 and re-fired execute on stale envelopes
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-006|pass|two services are opened as ns_A and ns_B → both announce a resource of the same kind and register the same action_type with the same payload_schema_id → before, one global registry keyed by the bare string let the second registration overwrite the first's type
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-012|pass|reconnect delivers the same remote event twice; I looked for the host dedup step keyed on (ns, resource, seq) and found there is no host dedup step to be false, because the host assigns seq itself
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-013|pass|an adapter reconnects and must decide whether an envelope is a duplicate; before, adapter boundary item 7 told it to dedup by (ns_id, resource_local_id, seq) while pump never returned seq
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-014|pass|adapter reconnects and pumps envelopes that arrived out of remote order; I traced the host "reorders by (ns,resource,seq)" step and found the artifact no longer claims it
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-016|pass|invoke spawns acme.job → the adapter pumps the head envelope seq=1 inside the invoke → the new view computes its cursor; before it called cursor.resolve and lost seq=1
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-017|pass|the persisted position is {recorded_ns_id: ns_A, saved_last_seen: 20} → the link drops fully, the adapter reconnects and mints ns_B whose stream restarts at 1 → the view would re-subscribe saved+1 = 21 and skip the return window
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-018|pass|adapter opens the namespace → announces → registers an action → must emit a remote event; before, the handle exposed no typed method to do it
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-019|pass|a confirmed read renders rows as the current value → a later read returns OutcomeUnknown while the pane still holds the earlier rows; before, those rows stayed labelled as the current value
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-020|pass|a read Result omits one declared field → another declares list<record> but carries null → the walk must still produce rows; before it faked completeness, dropped the field or replaced the pane
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-021|pass|a read Result declares a nested list inside a record (files[].hunks[].lines); before, the walk rendered one level, produced [object Object] or dropped the field, and adapter authors were told to pre-flatten to the host's recursion depth
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-022|pass|a view subscribes from 0, closes and persists saved_last_seen=20 → 15 envelopes are pumped while no subscriber exists → the view returns and subscribes from 21, so the replay must find 21..35; the mechanism ledger previously denied that any party retained them
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-023|pass|the adapter's link to the service drops; I replayed both paths: (a) the adapter observes the loss → R11.4 rule 8 teardown → the directory retracts the resource, so no fallback action list survives; (b) the adapter is killed and never observes the loss → registrations and logs remain until the host process ends
R011|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-024|pass|a view subscribes from 0 at session one, sees 20 envelopes → closes → the remote keeps pumping 21..35 → the view returns and subscribes from 21, so the backlog must still be replayable
R11|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-007|not_applicable|belongs to a discarded alternative, not replayable against these bytes
RR012|fece1121311d6d5f3227259d4b9056e13276700cebc2c5346c939cb91ba21b6c|ce|FE-CE-007|not_applicable|ruled against the saved candidate, belongs to a discarded alternative
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S01|trajectory_ok|§R11.7 "S01 text-only" step table, steps 1-5, each row with Actor, Authoritative and Delete-consequence
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S02|trajectory_ok|§R11.7 "S02 Pi/Ordessa (T-Pi)" rows 1-5 plus the unnumbered pump row
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S03|trajectory_ok|§R11.7 "S03 long task, leave/return (T-Boring)" steps 1-5 with the 4-alt branch
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S04|trajectory_ok|§R11.7 "S04 submit/progress/result, no chat" steps 1-6 plus the no-chat proof
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S05|trajectory_ok|§R11.7 "S05 - config/Git browse, no session (deletion-complete)" steps 1-7
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S06|trajectory_ok|§R11.7 "S06 two services, same id (T-Isolation)" steps 1-6
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S07|trajectory_ok|§R11.7 "S07 special artefact, no view installed (T-Unknown-Schema)" steps 1-7
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S08|trajectory_broken|step 7 "ns_D pumps ArtifactReady; it is delivered to the view through s_D"
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S09|insufficient_evidence|§R11.7 "S09 drop, unknown outcome, duplicate, out-of-order (T-Unknown)" step 6 "if it persisted a position whose recorded_ns_id still matches, catches up from saved_last_seen+1; on a full reconnect (new ns_id) from 0" read against §R11.4 item 8
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S10|trajectory_ok|§R11.7 "S10 extension crash while remote runs (T-Handoff)" steps 1-6
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S11|trajectory_ok|§R11.7 "S11 - service lacks cancel/history/resume (deletion-complete)" steps 1-5
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|sc|S12|trajectory_ok|§R11.7 "S12 remove an optional core domain module (T-Compose)" steps 1-5
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-003|pass|adapter announces an action whose CapMap carries the literal string idempotent-apply, the extension invokes it, the link drops mid-command so invoke returns OutcomeUnknown, the link returns and the attacker expects the host to read the string and auto-replay the command
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-004|pass|extension invokes execute on the paired runner, receives SubmitResult{job_resource:{ns_R,"job-7"}}, then tries to subscribe that spawned resource and expects no handle path to exist
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-005|pass|a fresh pair gesture on a pre-existing runner: the extension subscribes runner-1 from the start of its log and the attacker expects the replayed envelopes to re-fire execute
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-006|pass|adapter A registers (acme.job, cancel) in ns_R, adapter B registers the same kind and action name in ns_D, then an invoke in ns_R is expected to be typed by B's params and result types
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-012|pass|adapter pumps e1 and e2 for one resource, the host appends seq 1 and 2, and the attacker expects a host dedup predicate on (ns,resource,seq) that can never fire
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-013|pass|adapter reconnects and tries to honour a dedup rule keyed on (ns_id, resource_local_id, seq) although pump returns void and seq is host-assigned
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-014|pass|the same remote events arrive out of order and the attacker expects the host to reorder by (ns,resource,seq) using a seq it assigned itself, a no-op that leaves the order wrong
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-016|pass|invoke submit spawns job-7, the adapter pumps the head inside the invoke as seq 1, and the extension subscribes with cursor_resolve so the head is never replayed
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-017|pass|a view persists {local_id:"job-7", recorded_ns_id:"ns_A", saved_last_seen:20}, the service restarts so a new ns_id is minted, the view resumes at saved_last_seen+1 and skips the return window
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-018|pass|adapter announces a resource then pumps an event, and the attacker expects pump to exist only in prose so the adapter has nothing typed to call
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-019|pass|a read returns Result and rows render as current, then a later read's link drops and returns OutcomeUnknown while the old rows stay on screen
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-020|pass|a read returns a Result with a declared field missing, or null where a list<record> was declared, and the attacker expects a fabricated complete render or a pane-replacing error
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-021|pass|a declared nested list-of-record field (files[0].hunks[1].lines) is returned and the attacker expects [object Object], a silently dropped field, or a host depth contract inside the adapter's schema obligation
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-022|pass|a resource pumps envelopes with no subscriber attached, the view returns hours later and subscribes, and the attacker expects no party to hold the envelopes because the old ledger row said the host event store was removed
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-023|pass|the adapter's connection dies and the adapter is killed before it observes the loss, so nothing tears the namespace down while the directory still lists a cancel:supported resource
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-024|pass|subscription A opens from 0 and closes, the adapter pumps 15 more envelopes, and a later subscription from 21 expects the backlog that the attacker claims closing the first subscription discarded
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-025|pass|S01 as written: namespace opened, main announced, user types so the adapter pumps h and e as seq 1 and 2, then the extension subscribes - and the attacker selects the live edge so the replay filter starts above the user's own input
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-026|pass|S01 step 3's extension needs a subscriber handle and calls an acquisition function that was declared nowhere, so no scenario's extension side can hold a scope
R012|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-027|pass|a view persists saved_last_seen=20 for job-7, the adapter retires job-7 and later re-announces the same local_id, and the view resumes at 21 so the catch-up renders complete while the new incarnation's first events are missing
R12|25c36f4c40d85fed87d79a175c6964018ff7c91bcd0ca6d66a042fe2e25293e7|ce|FE-CE-007|not_applicable|belongs to a discarded alternative, not replayable against these bytes
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S01|trajectory_ok|§R11.7 S01 steps 1-5 bind main, register send, pump, then subscribe from_cursor=0, with an owner and a delete-consequence on each row
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S02|trajectory_broken|step 3 subscribe(tool_event_id), and steps 4-5 invoke conversation_id and approval_id
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S03|trajectory_broken|step 1 subscribe(job_id, from_cursor=0)
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S04|trajectory_ok|§R11.7 S04 steps 1-6, including in-handler announce and head pump before Result, subscribe at 0, and retire onEnd
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S05|trajectory_ok|§R11.7 S05 steps 1-7 bind app.conf, register read, list, invoke, and walk
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S06|trajectory_ok|§R11.7 S06 steps 1-6 open two namespaces, register per ns, and return ScopeDenied plus a scoped directory_list
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S07|trajectory_broken|step 6 opaque payload render
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S08|trajectory_broken|step 9 further scope operations report NamespaceGone
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S09|trajectory_broken|step 1 invoke(id, execute) feeding step 2 OutcomeUnknown
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S10|insufficient_evidence|§R11.7 S10 steps 1-2
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S11|trajectory_broken|step 4 invoke(job, cancel) claimed to return CapabilityAbsent
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|sc|S12|trajectory_ok|§R11.7 S12 steps 1-5 teardown one namespace, release claims with on_claim_changed, and reopen under a new ns_id
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-002|pass|fixed CapSet plus a fallback that reads the resource as an agent run
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-003|pass|host sees the string idempotent-apply and auto-resubmits an OutcomeUnknown call
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-004|pass|invoke spawns job-7 and the caller has no subscribe path
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-005|pass|pair gesture subscribes from seq 0 and a replayed envelope re-fires execute
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-006|pass|two namespaces register the same kind and action name into one mutable key
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-008|pass|host still consults an ns-scoped payload_schema_id descriptor store to deliver or render
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-009|pass|S08 requires a per-handle spawned set that grows without bound
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-010|pass|OutcomeUnknown still carries invoke_id and the host consumes it to resubmit
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-011|pass|subscribe defaults to the live cursor so the pair mint replays history
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-012|pass|host dedups by (ns, resource, seq) while seq is the host arrival index, so the predicate never collides
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-013|pass|adapter is told to dedup by host seq, which pump does not return
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-014|pass|host reorders by the seq it assigned in arrival order, so out-of-order input is not corrected
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-016|pass|spawn, pump head seq 1, then subscribe at cursor_resolve and drop that head
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-017|pass|save a cursor under ns_A, full reconnect mints ns_B, resubscribe at saved+1 and skip the new stream
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-018|pass|scenarios call pump but NamespaceHandle has no pump method
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-019|pass|invoke returns OutcomeUnknown and the fallback keeps prior rows labelled current
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-020|pass|Result missing a declared field or null where a list was declared throws or renders a fake-complete value
